index	line_no	section	name	declared_n	raw_lines	text_rows	multimodal_rows	json_errors	empty_lines	no_conversations	path
472	505	=== dataanalyse_swiftmeta.json ===	xingce_zhenti_common_sense_v2_3ec22178	2419	14011	0	14011	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/xingce_zhenti_common_sense_v2_3ec22178.jsonl
473	506	=== dataanalyse_swiftmeta.json ===	ocr_vqa_update_prompt_20241105check_20241217filtered_52ec5d7e	414	192527	0	192527	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/ocr_vqa_update_prompt_20241105check_20241217filtered_52ec5d7e.jsonl
474	507	=== dataanalyse_swiftmeta.json ===	info_markdown_v4_datalab_v2_merge_20240616_filter_20240815_v1_20241217_filtered_408983dc	1211	37410	0	37410	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/info_markdown_v4_datalab_v2_merge_20240616_filter_20240815_v1_20241217_filtered_408983dc.jsonl
475	508	=== dataanalyse_swiftmeta.json ===	xingce_zhenti_reasoning_text_v2_586bb3ba	2781	16109	0	16109	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/xingce_zhenti_reasoning_text_v2_586bb3ba.jsonl
476	509	=== dataanalyse_swiftmeta.json ===	xingce_zhenti_language_v2_88fc86c9	3461	20047	0	20047	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/xingce_zhenti_language_v2_88fc86c9.jsonl
477	510	=== dataanalyse_swiftmeta.json ===	google_mathwritting_20241127check_7f1cd659	1140	132591	0	132591	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/google_mathwritting_20241127check_7f1cd659.jsonl
478	511	=== dataanalyse_swiftmeta.json ===	arxiv_equation_167k_en_20240403_20240816_f4b11c21	1148	133561	0	133561	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/arxiv_equation_167k_en_20240403_20240816_f4b11c21.jsonl
479	512	=== dataanalyse_swiftmeta.json ===	finevision_slidevqa_2k.jsonl_20260123_ea4669c6	101	876	0	876	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/finevision_slidevqa_2k.jsonl_20260123_ea4669c6.jsonl
480	513	=== dataanalyse_swiftmeta.json ===	c150360_ocr_caption_cn_origin_add_think_20250530_v1_r2229.jsonl_20260123_27349b63	59	1029	0	1029	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/c150360_ocr_caption_cn_origin_add_think_20250530_v1_r2229.jsonl_20260123_27349b63.jsonl
481	514	=== dataanalyse_swiftmeta.json ===	c150333_ocr_diverse_qa_text_20250526_v1_r4716.jsonl_20260123_19c2f7bd	233	2211	0	2211	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/c150333_ocr_diverse_qa_text_20250526_v1_r4716.jsonl_20260123_19c2f7bd.jsonl
482	515	=== dataanalyse_swiftmeta.json ===	c150332_pdf_ocr_text_diverse_qa_20250526_v1_r5719.jsonl_20260123_1a27fe81	264	2502	0	2502	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/c150332_pdf_ocr_text_diverse_qa_20250526_v1_r5719.jsonl_20260123_1a27fe81.jsonl
483	516	=== dataanalyse_swiftmeta.json ===	finevision_pdfvqa_9k.jsonl_20260123_d87cad64	188	2067	0	2067	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/finevision_pdfvqa_9k.jsonl_20260123_d87cad64.jsonl
484	517	=== dataanalyse_swiftmeta.json ===	c50013_ocrTextAnalysis_20240828_v1_r18846.jsonl_20260123_a66812b4	478	8298	0	8298	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/c50013_ocrTextAnalysis_20240828_v1_r18846.jsonl_20260123_a66812b4.jsonl
485	518	=== dataanalyse_swiftmeta.json ===	rects_text_grounding_20251230_f3de25ef	3247	75246	0	75246	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/rects_text_grounding_20251230_f3de25ef.jsonl
486	519	=== dataanalyse_swiftmeta.json ===	chart_benchmark_incremental_qwen35_20260326_f58aafae_part8_cb4cde77	390	15065	0	15065	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/chart_benchmark_incremental_qwen35_20260326_f58aafae_part8_cb4cde77.jsonl
487	520	=== dataanalyse_swiftmeta.json ===	chart_benchmark_qwen35_20260326_2b9e8cc1_16b6e0ba	1003	38783	0	38783	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/chart_benchmark_qwen35_20260326_2b9e8cc1_16b6e0ba.jsonl
488	521	=== dataanalyse_swiftmeta.json ===	newspaper1_20260327_c8236397_69a10d5f	557	12899	0	12899	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/newspaper1_20260327_c8236397_69a10d5f.jsonl
489	522	=== dataanalyse_swiftmeta.json ===	newspaper2_20260327_cf224e80_part2_00fa4b69	573	19938	0	19938	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/newspaper2_20260327_cf224e80_part2_00fa4b69.jsonl
490	523	=== dataanalyse_swiftmeta.json ===	leetcode_results_pretrain_gemini_250425_v1_20250429check_27f6f7ba	61	503	0	503	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/leetcode_results_pretrain_gemini_250425_v1_20250429check_27f6f7ba.jsonl
491	524	=== dataanalyse_swiftmeta.json ===	codeforce_results_pretrain_gemini_250425_v1_20250429check_a2639f91	119	1644	0	1644	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/codeforce_results_pretrain_gemini_250425_v1_20250429check_a2639f91.jsonl
492	525	=== dataanalyse_swiftmeta.json ===	mmifeval-sft-20251223_17cbbc94	279	307	0	307	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/mmifeval-sft-20251223_17cbbc94.jsonl
493	526	=== dataanalyse_swiftmeta.json ===	mmifengine-v2-sft-20251223_4f4aab76	166	305	0	305	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/mmifengine-v2-sft-20251223_4f4aab76.jsonl
494	527	=== dataanalyse_swiftmeta.json ===	geos_gpt_revise_20250327_rea_0901_90d1f3ef	2	4	0	4	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/geos_gpt_revise_20250327_rea_0901_90d1f3ef.jsonl
495	528	=== dataanalyse_swiftmeta.json ===	gzsx_xyks_mllm_20250331_rea_0901_0a01ec5a	11	21	0	21	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/gzsx_xyks_mllm_20250331_rea_0901_0a01ec5a.jsonl
496	529	=== dataanalyse_swiftmeta.json ===	gzsx_ztlx_mllm_20250331_rea_0901_ce6377c2	200	360	0	360	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/gzsx_ztlx_mllm_20250331_rea_0901_ce6377c2.jsonl
497	530	=== dataanalyse_swiftmeta.json ===	math_mm_1k_doubao_v1_20250902_ac7f3fb4	237	427	0	427	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/math_mm_1k_doubao_v1_20250902_ac7f3fb4.jsonl
498	531	=== dataanalyse_swiftmeta.json ===	gzsx_gkmn_mllm_20250331_rea_0901_50645517	194	350	0	350	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/gzsx_gkmn_mllm_20250331_rea_0901_50645517.jsonl
499	532	=== dataanalyse_swiftmeta.json ===	gzsx_qm_mllm_20250331_rea_0901_5f9cdf9d	236	425	0	425	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/gzsx_qm_mllm_20250331_rea_0901_5f9cdf9d.jsonl
500	533	=== dataanalyse_swiftmeta.json ===	cosyn400k_chinese_document_vqa_reasoning_20250530_rea_0904_06acbdf1	222	1997	0	1997	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/cosyn400k_chinese_document_vqa_reasoning_20250530_rea_0904_06acbdf1.jsonl
501	534	=== dataanalyse_swiftmeta.json ===	folding_nets_520_92826f20	121	171	0	171	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/folding_nets_520_92826f20.jsonl
502	535	=== dataanalyse_swiftmeta.json ===	geometry3k_v2_14k_20240103_gpt_revise_noanswer_20250331_rea_0904_ba9b26c4	372	670	0	670	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/geometry3k_v2_14k_20240103_gpt_revise_noanswer_20250331_rea_0904_ba9b26c4.jsonl
503	536	=== dataanalyse_swiftmeta.json ===	0908_we_math_2_dataset_e46b3209	376	621	0	621	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/0908_we_math_2_dataset_e46b3209.jsonl
504	537	=== dataanalyse_swiftmeta.json ===	kupasi_distill_doubao_oripic_r1gen_sft_20250613_rea_0904_7bd4180c	274	1007	0	1007	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/kupasi_distill_doubao_oripic_r1gen_sft_20250613_rea_0904_7bd4180c.jsonl
505	538	=== dataanalyse_swiftmeta.json ===	vaia_math_20250226_rea_0904_2adaf635	487	877	0	877	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/vaia_math_20250226_rea_0904_2adaf635.jsonl
506	539	=== dataanalyse_swiftmeta.json ===	cosyn400k_chinese_table_vqa_reasoning_20250530_rea_0904_4cea8fa7	71	2362	0	2362	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/cosyn400k_chinese_table_vqa_reasoning_20250530_rea_0904_4cea8fa7.jsonl
507	540	=== dataanalyse_swiftmeta.json ===	kps_xingce_data_v1_0910_e72b7f7e	183	412	0	412	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/kps_xingce_data_v1_0910_e72b7f7e.jsonl
508	541	=== dataanalyse_swiftmeta.json ===	puzzlevqa_think_20250430_rea_0904_f9672082	451	1015	0	1015	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/puzzlevqa_think_20250430_rea_0904_f9672082.jsonl
509	542	=== dataanalyse_swiftmeta.json ===	PuzzleVQA_2k_3059b874	673	1111	0	1111	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/PuzzleVQA_2k_3059b874.jsonl
510	543	=== dataanalyse_swiftmeta.json ===	kps_xingce_data_v2_0910_b5e81b39	302	499	0	499	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/kps_xingce_data_v2_0910_b5e81b39.jsonl
511	544	=== dataanalyse_swiftmeta.json ===	cosyn400k_chinese_chart_vqa_reasoning_20250530_rea_0904_a52df46b	244	2193	0	2193	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/cosyn400k_chinese_chart_vqa_reasoning_20250530_rea_0904_a52df46b.jsonl
512	545	=== dataanalyse_swiftmeta.json ===	geometry3k_gpt_revise_20250327_rea_0901_8c8eadd0	204	1126	0	1126	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/geometry3k_gpt_revise_20250327_rea_0901_8c8eadd0.jsonl
513	546	=== dataanalyse_swiftmeta.json ===	ThinkLite-VL-Hard-Base_c909a448	176	1591	0	1591	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/ThinkLite-VL-Hard-Base_c909a448.jsonl
514	547	=== dataanalyse_swiftmeta.json ===	xingce_zhenti_reasoning_graph_doubao_0815_20250915_22fe2f8e	70	460	0	460	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/xingce_zhenti_reasoning_graph_doubao_0815_20250915_22fe2f8e.jsonl
515	548	=== dataanalyse_swiftmeta.json ===	kps_data_v1_reasoning_graph_0904_03735c3e	219	601	0	601	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/kps_data_v1_reasoning_graph_0904_03735c3e.jsonl
516	549	=== dataanalyse_swiftmeta.json ===	AlgoPuzzle-Base_836c7ecc	586	968	0	968	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/AlgoPuzzle-Base_836c7ecc.jsonl
517	550	=== dataanalyse_swiftmeta.json ===	czsx_qm_sz_mllm_20250331_rea_0901_6df356d8	564	1863	0	1863	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/czsx_qm_sz_mllm_20250331_rea_0901_6df356d8.jsonl
518	551	=== dataanalyse_swiftmeta.json ===	0901_xingce_dataset_32fa7346	553	1245	0	1245	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/0901_xingce_dataset_32fa7346.jsonl
519	552	=== dataanalyse_swiftmeta.json ===	math8k-augumentation_1_7e934a4a	316	1425	0	1425	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/math8k-augumentation_1_7e934a4a.jsonl
520	553	=== dataanalyse_swiftmeta.json ===	unigeo_32k_revise_20250325_rea_0904_7fe90be1	458	2520	0	2520	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/unigeo_32k_revise_20250325_rea_0904_7fe90be1.jsonl
521	554	=== dataanalyse_swiftmeta.json ===	FineReason_FineVision_scienceqa_ea93e492	130	4298	0	4298	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/FineReason_FineVision_scienceqa_ea93e492.jsonl
522	555	=== dataanalyse_swiftmeta.json ===	czwl_qm_jn_mllm_20250331_rea_0901_185c8935	1054	2321	0	2321	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/czwl_qm_jn_mllm_20250331_rea_0901_185c8935.jsonl
523	556	=== dataanalyse_swiftmeta.json ===	geomverse_v2_25k_20250103_complete_gpt_revise_noanswer_20250331_rea_0904_3aab61b5	475	1962	0	1962	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/geomverse_v2_25k_20250103_complete_gpt_revise_noanswer_20250331_rea_0904_3aab61b5.jsonl
524	557	=== dataanalyse_swiftmeta.json ===	TA-Train-Base_86a9e851	412	4637	0	4637	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/TA-Train-Base_86a9e851.jsonl
525	558	=== dataanalyse_swiftmeta.json ===	czwl_qm_sz_mllm_20250331_rea_0901_344ec575	1322	2911	0	2911	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/czwl_qm_sz_mllm_20250331_rea_0901_344ec575.jsonl
526	559	=== dataanalyse_swiftmeta.json ===	omniSpatial_7k_b96d9c07	350	1968	0	1968	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/omniSpatial_7k_b96d9c07.jsonl
527	560	=== dataanalyse_swiftmeta.json ===	geomverse_gpt_revise_20250327_rea_0901_646fe82e	380	2092	0	2092	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/geomverse_gpt_revise_20250327_rea_0901_646fe82e.jsonl
528	561	=== dataanalyse_swiftmeta.json ===	aops_data_geometry__f0614_rea_0828_2663b5d1	1001	1653	0	1653	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/aops_data_geometry__f0614_rea_0828_2663b5d1.jsonl
529	562	=== dataanalyse_swiftmeta.json ===	tablebench_vqa_7218_20251113_a02ff82e	768	6340	0	6340	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/tablebench_vqa_7218_20251113_a02ff82e.jsonl
530	563	=== dataanalyse_swiftmeta.json ===	sft_math_asy_data_render_20250427_rea_0901_6ab8752a	509	2101	0	2101	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/sft_math_asy_data_render_20250427_rea_0901_6ab8752a.jsonl
531	564	=== dataanalyse_swiftmeta.json ===	zujuanwang_gzjh_2_mllm_20250331_rea_0904_6be92c49	108	972	0	972	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/zujuanwang_gzjh_2_mllm_20250331_rea_0904_6be92c49.jsonl
532	565	=== dataanalyse_swiftmeta.json ===	xingce_zhenti_data_analysis_doubao_0815_20250915_a0e11343	426	2395	0	2395	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/xingce_zhenti_data_analysis_doubao_0815_20250915_a0e11343.jsonl
533	566	=== dataanalyse_swiftmeta.json ===	zujuanwang_czjh_1_mllm_20250327_rea_0904_19556e3b	161	1327	0	1327	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/zujuanwang_czjh_1_mllm_20250327_rea_0904_19556e3b.jsonl
534	567	=== dataanalyse_swiftmeta.json ===	czsx_qm_jn_mllm_20250331_rea_0901_4b915e2e	549	1812	0	1812	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/czsx_qm_jn_mllm_20250331_rea_0901_4b915e2e.jsonl
535	568	=== dataanalyse_swiftmeta.json ===	FineReason_VisualSphinx_11626392	229	860	0	860	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/FineReason_VisualSphinx_11626392.jsonl
536	569	=== dataanalyse_swiftmeta.json ===	zujuanwang_gzjh_3_mllm_20250331_rea_0904_4be08358	222	1996	0	1996	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/zujuanwang_gzjh_3_mllm_20250331_rea_0904_4be08358.jsonl
537	570	=== dataanalyse_swiftmeta.json ===	geoqa_v2_99k_20250103_gpt_revise_noanswer_20250331_rea_0904_19bcc966	976	4028	0	4028	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/geoqa_v2_99k_20250103_gpt_revise_noanswer_20250331_rea_0904_19bcc966.jsonl
538	571	=== dataanalyse_swiftmeta.json ===	kps_xingce_data_v1_2_0910_47eabdf0	726	1597	0	1597	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/kps_xingce_data_v1_2_0910_47eabdf0.jsonl
539	572	=== dataanalyse_swiftmeta.json ===	visual_table_vqa_6073_20251113_37284100	916	5154	0	5154	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/visual_table_vqa_6073_20251113_37284100.jsonl
540	573	=== dataanalyse_swiftmeta.json ===	cube_spatial_reasoning_20250528_rea_0901_e83306e3	178	1473	0	1473	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/cube_spatial_reasoning_20250528_rea_0901_e83306e3.jsonl
541	574	=== dataanalyse_swiftmeta.json ===	geoqa_gpt_revise_20250327_rea_0901_0174334e	802	4413	0	4413	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/geoqa_gpt_revise_20250327_rea_0901_0174334e.jsonl
542	575	=== dataanalyse_swiftmeta.json ===	zujuanwang_gzjh_1_mllm_20250331_rea_0904_5b1d220e	207	1704	0	1704	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/zujuanwang_gzjh_1_mllm_20250331_rea_0904_5b1d220e.jsonl
543	576	=== dataanalyse_swiftmeta.json ===	RL_toy_math_5_sft_0910_b030b407	1312	3940	0	3940	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/RL_toy_math_5_sft_0910_b030b407.jsonl
544	577	=== dataanalyse_swiftmeta.json ===	thu_keg_mm_math_doubao_250908_filter_v2_b1866c7f	758	4175	0	4175	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/thu_keg_mm_math_doubao_250908_filter_v2_b1866c7f.jsonl
545	578	=== dataanalyse_swiftmeta.json ===	FineReason_Finevision_tqa_f3f6d553	779	8763	0	8763	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/FineReason_Finevision_tqa_f3f6d553.jsonl
546	579	=== dataanalyse_swiftmeta.json ===	xingce_zhenti_math_doubao_0815_20250915_4e97940b	491	5524	0	5524	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/xingce_zhenti_math_doubao_0815_20250915_4e97940b.jsonl
547	580	=== dataanalyse_swiftmeta.json ===	dynamath_new_question_revise_20250331_rea_0904_dd2c1461	1202	5415	0	5415	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/dynamath_new_question_revise_20250331_rea_0904_dd2c1461.jsonl
548	581	=== dataanalyse_swiftmeta.json ===	physics_results_train_mllm_20250331_rea_0901_99b755a4	1562	7036	0	7036	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/physics_results_train_mllm_20250331_rea_0901_99b755a4.jsonl
549	582	=== dataanalyse_swiftmeta.json ===	wemath_6247_doubao_v1_20250902_2f9f1b45	1877	5165	0	5165	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/wemath_6247_doubao_v1_20250902_2f9f1b45.jsonl
550	583	=== dataanalyse_swiftmeta.json ===	FineReason_BMMR_864a957b	1579	7112	0	7112	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/FineReason_BMMR_864a957b.jsonl
551	584	=== dataanalyse_swiftmeta.json ===	rcot_circle_new_question_mv_revise_20250324_8a370726	548	4524	0	4524	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/rcot_circle_new_question_mv_revise_20250324_8a370726.jsonl
